date lat lon z km_lat km_lon
2014-05-03 34.5196338428 139.2709323337 0.30172577 -58.66268015000563 208.9782520920344
2014-05-04 34.5196338535 139.2709323562 0.30172793000000003 -58.66267896022001 208.9782541402781
2014-05-05 34.5196338231 139.270932402 0.30172944 -58.662682340545274 208.97825830958794
