date lat lon z km_lat km_lon
2008-10-28 24.953565004 121.1645020711 0.20152655 -1122.3610029571703 -1439.304050068191
2008-10-29 24.9535649921 121.16450207259999 0.20151882000000002 -1122.3610042803903 -1439.3040499316428
2008-10-30 24.9535650176 121.1645020483 0.20153666999999997 -1122.3610014449196 -1439.3040521437435
2008-10-31 24.9535650303 121.16450207460002 0.20152555 -1122.3610000327442 -1439.3040497495736
2008-11-01 24.953565016 121.16450209300001 0.20152563 -1122.3610016228315 -1439.3040480745678
2008-11-02 24.953565008 121.16450208719999 0.20153584 -1122.3610025123905 -1439.304048602561
2008-11-03 24.9535650215 121.16450210530002 0.20152104 -1122.361001011259 -1439.3040469548616
2008-11-04 24.95356502 121.16450209599998 0.2015291 -1122.3610011780518 -1439.3040478014718
2008-11-05 24.953565027 121.16450207629998 0.20153079 -1122.3610003996873 -1439.3040495948212
2008-11-06 24.953565011 121.16450206440004 0.20152507 -1122.3610021788063 -1439.3040506781085
2008-11-07 24.9535650062 121.16450206900004 0.20152852 -1122.3610027125414 -1439.3040502593572
2008-11-08 24.9535650032 121.1645021018 0.20152713 -1122.3610030461264 -1439.304047273479
2008-11-09 24.9535650306 121.16450210810001 0.20152536000000001 -1122.3609999993855 -1439.30404669997
2008-11-10 24.9535650062 121.16450213769997 0.20153745 -1122.3610027125414 -1439.3040440053974
2008-11-11 24.9535650158 121.16450213450003 0.20153373 -1122.3610016450705 -1439.3040442966978
2008-11-12 24.953565039 121.16450210419998 0.20151934 -1122.360999065348 -1439.304047055001
2008-11-13 24.9535649992 121.16450212079997 0.20152330000000002 -1122.3610034909061 -1439.3040455438552
2008-11-14 24.9535649965 121.16450209289997 0.2015258 -1122.3610037911326 -1439.3040480836753
2008-11-15 24.9535650318 121.16450209940001 0.20152250000000002 -1122.3609998659515 -1439.304047491957
2008-11-16 24.9535650233 121.1645021173 0.20152962 -1122.3610008111084 -1439.304045862467
2008-11-17 24.9535650385 121.1645021141 0.20152487 -1122.3609991209457 -1439.3040461537728
2008-11-18 24.9535650402 121.16450213050001 0.20153004000000002 -1122.360998931914 -1439.304044660831
2008-11-19 24.9535650391 121.16450213860003 0.20152646 -1122.3609990542286 -1439.3040439234624
2008-11-20 24.9535650335 121.1645021269 0.20153009 -1122.3609996769203 -1439.3040449885505
2008-11-21 24.9535650266 121.1645021173 0.20152619000000002 -1122.3610004441653 -1439.304045862467
