date lat lon z km_lat km_lon
2009-01-01 43.7408403111 141.8738468628 0.09671331000000001 966.6886966669438 445.9293181016195
2009-01-02 43.7408403174 141.87384685079996 0.09670659999999999 966.6886973674717 445.9293170092198
2009-01-03 43.7408403066 141.8738468647 0.09670820999999999 966.6886961665664 445.92931827458136
2009-01-04 43.7408403196 141.8738468785 0.09671034 966.6886976121001 445.92931953083564
2009-01-05 43.7408403204 141.87384687689996 0.09670503999999999 966.6886977010561 445.92931938518024
2009-01-06 43.7408403256 141.87384685749998 0.09670045000000001 966.6886982792697 445.9293176191426
2009-01-07 43.7408403175 141.87384685569998 0.09669812 966.6886973785914 445.92931745528284
2009-01-08 43.7408403013 141.8738468422 0.09669726 966.688695577233 445.9293162263403
2009-01-09 43.740840309 141.8738468433 0.09670699 966.6886964334342 445.92931632647446
2009-01-10 43.740840313 141.8738468409 0.09671149 966.6886968782139 445.9293161079966
2009-01-11 43.7408403247 141.87384685530003 0.09671112999999999 966.688698179195 445.9293174188742
2009-01-12 43.7408403301 141.8738468372 0.09670729 966.6886987796472 445.929315771175
2009-01-13 43.7408403149 141.87384686259998 0.0967093 966.6886970894842 445.92931808341
2009-01-14 43.7408403084 141.87384684929998 0.09671094999999999 966.6886963667176 445.92931687267173
2009-01-15 43.740840321 141.873846867 0.09671376999999999 966.6886977677734 445.9293184839571
2009-01-16 43.7408403169 141.8738468634 0.09670679 966.6886973118741 445.9293181562377
2009-01-17 43.7408403082 141.87384686769997 0.09670793000000001 966.6886963444783 445.92931854767744
2009-01-18 43.7408403208 141.8738468743 0.09670581 966.6886977455341 445.92931914849805
2009-01-19 43.7408403135 141.87384684350002 0.09670751 966.6886969338117 445.92931634468397
2009-01-20 43.7408403124 141.8738468363 0.09670337000000001 966.6886968114974 445.9293156892452
2009-01-21 43.7408403112 141.8738468483 0.09670507 966.6886966780635 445.9293167816397
2009-01-22 43.7408403043 141.8738468657 0.09671068 966.6886959108182 445.92931836561337
2009-01-23 43.7408403161 141.8738468863 0.09671723 966.6886972229181 445.9293202408926
2009-01-24 43.740840327 141.87384688190002 0.09671062000000001 966.688698434943 445.9293198403507
2009-01-25 43.7408403055 141.8738468719 0.09670579 966.6886960442522 445.9293189300202
2009-01-26 43.7408403088 141.87384687179997 0.09670808 966.6886964111957 445.9293189209128
2009-01-27 43.7408403314 141.87384684929998 0.09670452 966.6886989242008 445.92931687267173
2009-01-28 43.7408403185 141.8738468561 0.09670156 966.6886974897859 445.92931749169674
2009-01-29 43.7408403079 141.87384684209997 0.09670534 966.68869631112 445.92931621723295
2009-01-30 43.7408403179 141.87384685220002 0.09670515 966.6886974230694 445.9293171366708
2009-01-31 43.7408403116 141.8738468409 0.09670842 966.6886967225414 445.9293161079966
2009-02-01 43.7408403131 141.8738468533 0.09670933 966.6886968893336 445.929317236805
2009-02-02 43.7408403077 141.87384686630003 0.09670864 966.6886962888806 445.9293184202367
2009-02-03 43.7408403051 141.87384684879999 0.09670916 966.6886959997742 445.92931682715573
2009-02-04 43.7408403249 141.87384684439996 0.09671054 966.6886982014336 445.92931642660864
2009-02-05 43.7408403122 141.87384685439997 0.0967068 966.6886967892581 445.92931733693916
2009-02-06 43.7408403154 141.8738468687 0.09670322 966.6886971450818 445.9293186387146
2009-02-07 43.7408403135 141.8738468419 0.09670627 966.6886969338117 445.9293161990286
2009-02-08 43.7408403047 141.8738468492 0.09670337999999999 966.6886959552962 445.92931686356957
2009-02-09 43.740840304 141.87384687259998 0.09671292 966.68869587746 445.92931899374054
2009-02-10 43.7408403097 141.873846872 0.09670658 966.6886965112705 445.92931893912237
2009-02-11 43.7408403074 141.8738468797 0.09670770000000001 966.6886962555224 445.92931964007715
2009-02-12 43.7408402979 141.873846871 0.09670324 966.6886951991706 445.9293188480903
2009-02-13 43.7408403085 141.8738468552 0.09670996999999999 966.6886963778365 445.92931740976684
2009-02-14 43.7408403003 141.87384687270003 0.09670923999999999 966.6886954660384 445.9293190028479
2009-02-15 43.7408403086 141.8738468583 0.09670998 966.6886963889563 445.92931769197025
2009-02-16 43.7408403052 141.8738468428 0.09670624 966.6886960108939 445.92931628095846
2009-02-17 43.7408402817 141.87384686259998 0.09670719 966.688693397813 445.92931808341
2009-02-18 43.7408402829 141.8738468866 0.09670820000000001 966.6886935312469 445.92932026820426
2009-02-19 43.7408402949 141.87384689099997 0.09670542 966.6886948655862 445.9293206687462
2009-02-20 43.7408402882 141.87384686400003 0.09671266 966.6886941205796 445.929318210861
2009-02-21 43.7408403024 141.87384686730002 0.09671522 966.688695699548 445.9293185112688
2009-02-22 43.7408402773 141.8738468871 0.09671325 966.6886929085554 445.92932031372027
2009-02-23 43.7408402842 141.873846887 0.09670791 966.6886936757999 445.9293203046181
2009-02-24 43.7408402747 141.87384689320004 0.09671049999999999 966.6886926194481 445.92932086902493
2009-02-25 43.740840283 141.87384690880003 0.09671120000000001 966.6886935423659 445.92932228913884
2009-02-26 43.7408402959 141.8738468812 0.09670818 966.6886949767808 445.92931977662516
2009-02-27 43.7408402649 141.8738468944 0.09670485999999999 966.6886915297382 445.9293209782613
2009-02-28 43.7408402916 141.8738468875 0.09670724 966.6886944986427 445.9293203501341
2009-03-01 43.7408402942 141.8738468821 0.09670649 966.6886947877492 445.929319858555
2009-03-02 43.7408402939 141.8738468954 0.09670654999999999 966.6886947543909 445.9293210692933
2009-03-03 43.7408402741 141.873846871 0.0967104 966.6886925527316 445.9293188480903
2009-03-04 43.7408402784 141.8738468661 0.0967094 966.6886930308696 445.9293184020272
