name lat lon begin end
EMAZ 43.2425 -3.411399999999958 2016-11-30 2022-03-11
EMB2 45.2694 -75.30540000000002 2020-06-13 2023-05-19
EMBN 45.2687 -75.30579999999998 2014-01-01 2020-11-11
EMBR 47.6579 -92.20049999999998 2008-04-03 2024-01-03
EMBU -0.5078 37.45750000000001 2018-10-02 2020-01-24
EMDE 53.3374 7.027500000000003 2003-02-01 2024-08-17
EMEL -37.8086 144.9737 2017-03-02 2021-07-06
EMIG 44.0744 -112.92750000000001 2005-06-02 2020-04-09
EMIR 39.0222 31.144000000000005 2009-01-16 2015-10-18
EML2 -37.8086 144.9737 2021-07-21 2024-08-24
EMLO -26.4978 29.983800000000002 2002-03-19 2024-08-24
EMM1 58.6907 22.55359999999999 2014-09-01 2024-08-24
EMMD -31.6663 144.2858 2017-10-18 2024-08-24
EMME 52.7846 6.891500000000008 2023-03-12 2024-08-17
EMMN 52.7956 6.9010000000000105 2005-09-16 2009-12-09
EMNS 43.7221 10.94659999999999 2013-07-09 2019-07-04
EMPO 43.7151 10.934699999999992 2010-06-12 2013-05-26
EMPR 18.477 -66.52949999999998 2015-07-01 2023-12-31
EMR2 39.0235 31.156499999999994 2022-09-01 2024-01-30
EMS1 53.4935 6.841199999999986 2020-09-02 2024-06-25
EMSH 53.4109 6.871600000000001 2020-09-10 2024-06-29
ENAN 68.3606 15.390299999999996 2021-02-01 2024-08-17
ENAO 39.0912 -28.02600000000001 2019-07-25 2024-08-17
ENAV 40.5823 14.334900000000005 2003-12-23 2024-08-24
ENCG -21.2433 55.678200000000004 2004-02-19 2018-12-31
ENG5 29.879 -89.94170000000003 1995-11-17 2020-06-30
ENG6 29.8792 -89.94209999999998 1996-05-21 2020-06-30
ENGE 53.2128 6.6436999999999955 2019-01-15 2024-06-29
ENGI 66.9663 14.159999999999997 2021-02-01 2024-08-17
ENGL 39.4615 -120.53719999999998 2007-06-07 2017-09-14
ENHM -20.4447 140.71730000000002 2016-08-31 2020-04-26
ENIS 54.3954 -7.644900000000007 2008-04-23 2023-02-20
ENLE 66.1117 13.1147 2019-05-15 2024-08-17
ENLO 68.1913 17.791799999999995 2021-02-01 2024-08-17
ENMX 51.0657 -114.2305 2011-05-02 2013-05-16
ENN1 37.5698 14.27430000000001 2007-12-23 2011-01-02
ENNA 60.7671 -101.69630000000001 2013-09-09 2019-01-04
ENOG -21.2357 55.6951 2011-06-23 2023-12-31
ENRA 66.4367 14.041599999999988 2019-12-18 2024-08-17
ENRO 67.5201 12.104199999999992 2019-08-02 2024-08-17
ENSH -23.4783 148.52030000000002 2010-08-20 2023-11-21
ENSL 66.7308 13.27170000000001 2019-05-15 2024-08-17
ENTC 63.7011 -19.182199999999966 2022-01-01 2024-08-12
ENTM 39.4712 -8.473899999999958 2014-06-26 2024-08-24
ENTR 45.4313 -117.28809999999999 2008-12-30 2022-06-07
ENTZ 48.5494 7.6399000000000115 2004-12-02 2024-08-24
ENUM 47.2062 -121.9556 2004-07-20 2024-08-23
ENZA 44.9073 9.73660000000001 2019-09-18 2024-08-17
EOCG 34.4508 -119.76980000000003 2014-07-03 2024-08-24
EOCH 36.1252 125.9685 2014-12-15 2020-05-05
EOC_ 51.0579 -114.06129999999996 2018-05-17 2022-12-31
EOST 48.5798 7.762499999999989 2007-04-12 2024-08-22
EOUT 41.2532 -111.9289 1998-06-01 2021-06-28
EPAS 37.9197 -117.88069999999999 2005-11-09 2021-08-17
EPE1 52.1613 7.004300000000001 2001-05-20 2011-03-30
EPEN 50.7631 5.9310999999999865 2022-06-30 2024-08-17
EPGZ -32.0295 -61.224800000000016 2018-04-05 2024-08-24
EPHR 47.3293 -119.54470000000003 2006-07-19 2024-08-23
EPL1 51.9979 3.2750000000000057 2016-05-02 2024-08-17
EPLA 19.5294 -155.45029999999997 2018-01-01 2024-08-24
EPP1 40.5129 -107.5675 2010-08-01 2021-12-11
EPR2 49.2165 -0.3663999999999987 2015-03-12 2024-08-24
EPRN 49.2166 -0.3664999999999736 2007-12-18 2015-03-12
EPRT 44.9087 -66.9921 1998-10-02 2019-03-23
EPS1 49.9857 36.254700000000014 2012-06-18 2016-06-17
EPSE 41.7371 1.8286999999999978 2017-08-17 2018-06-03
EPSF -31.6399 -60.6721 2012-03-12 2023-07-31
EPSM -36.7181 144.31460000000004 2013-01-04 2024-08-24
EPZA 10.1409 -85.56810000000002 2009-07-02 2024-08-24
EQH2 50.6804 1.5675999999999988 2019-11-14 2024-08-24
EQHE 50.6804 1.5675999999999988 2011-07-06 2019-11-02
ERAS -23.6867 27.6961 2001-09-23 2024-08-24
ERCK 48.873 7.364200000000011 2009-03-18 2024-08-24
ERFU 51.0052 11.028199999999998 1999-10-03 2024-08-17
ERGM 43.2424 -5.776499999999942 2005-04-21 2022-09-24
ERGN 38.2696 39.75819999999999 2009-01-16 2024-01-30
ERI1 42.1131 -80.01389999999998 2018-08-30 2021-06-24
ERIE 42.9044 -78.9597 2010-10-12 2019-10-15
ERL1 39.0232 -84.60590000000002 1996-10-29 2006-09-09
ERL2 19.8523 -155.92679999999996 2013-11-22 2019-07-30
ERLA 49.5865 11.00460000000001 1997-08-03 2024-08-17
ERLN 23.7976 120.4196 2007-01-02 2024-04-16
ERMG -26.7122 143.26229999999998 2014-08-30 2024-08-24
ERPE 50.9225 3.9692000000000007 2003-05-05 2024-08-24
ERPL 49.5478 6.323199999999986 2006-08-01 2023-12-18
ERPN 22.9422 121.16610000000003 2007-01-01 2024-04-03
ERRA 31.9234 -4.438699999999926 2007-10-02 2009-08-12
ERRG 33.1164 -115.8227 2014-07-02 2024-08-23
ERSK 47.6633 -95.98469999999998 2008-03-19 2024-08-17
ERZ1 39.7458 39.5061 2012-12-18 2015-10-31
ERZ2 39.7079 39.697 2020-10-01 2024-01-30
ERZ3 19.507 -154.8209 2018-05-16 2024-08-24
ERZI 39.7457 39.5061 2009-01-16 2012-12-16
ERZR 39.9056 41.255499999999984 2009-01-16 2024-01-30
ES03 52.2184 4.419499999999999 2015-03-08 2021-02-06
ES04 52.2184 4.419499999999999 2016-04-28 2021-02-06
ES13 49.8718 8.6233 2022-04-05 2024-08-17
ES14 49.8718 8.6233 2023-01-25 2024-08-17
ES17 49.8718 8.6233 2023-01-25 2024-08-17
ESAB 45.3071 4.7978999999999985 2005-02-14 2021-12-27
ESAP 54.266 8.841800000000006 2021-08-27 2024-06-25
ESBC 55.4936 8.456799999999987 2005-02-11 2024-08-17
ESBH 55.4603 8.439799999999991 2004-11-11 2022-05-02
ESC1 33.1162 -117.11220000000003 2018-08-30 2019-08-29
ESC2 40.5783 -4.126899999999978 2009-01-01 2020-07-15
ESCA -37.8874 -71.06130000000002 2010-04-06 2014-10-13
ESCN 33.1289 -117.11829999999998 2012-05-15 2019-02-26
ESCO 42.6936 0.9756999999999891 1999-07-31 2024-08-17
ESCU 47.0734 -64.7987 2004-12-10 2024-08-24
ESDL -36.4617 147.2398 2021-12-24 2024-08-24
ESE2 33.6748 -116.9939 2002-02-12 2014-07-26
ESH5 55.4606 8.443099999999987 2021-10-04 2024-08-17
ESIS 78.061 13.6207 2020-12-10 2024-08-17
ESKD 55.3124 -3.2069000000000187 2005-11-16 2024-07-30
ESKS 39.7457 30.463599999999985 2009-01-16 2024-01-30
ESLN 37.6934 14.9743 2005-09-14 2024-08-24
ESMA 55.3163 -3.2069999999999936 2009-01-28 2015-11-27
ESMR 0.9346 -79.7244 2008-01-01 2024-08-24
ESNO 48.1244 5.350899999999996 2011-11-08 2024-08-24
ESNV -18.7135 -40.377700000000004 2018-06-05 2024-08-24
ESOC 49.8718 8.6233 2020-01-01 2024-08-17
ESOX 79.7705 21.72399999999999 2021-09-11 2022-09-02
ESP1 -33.8411 121.88810000000001 2011-04-03 2014-07-07
ESP2 -15.9737 167.19190000000003 2014-01-01 2014-10-09
ESPA -33.8743 121.89429999999999 2008-06-13 2024-08-24
ESPI 40.976 -8.643399999999929 2009-01-10 2012-12-14
ESPT 39.1959 -75.02699999999999 2019-07-13 2024-08-19
ESPU 37.8621 -1.5985000000000582 2023-08-18 2023-12-09
ESQU -42.9171 -71.32339999999999 2008-09-24 2024-08-24
ESRS 34.0736 -106.91880000000003 2024-03-15 2024-08-24
ESRW 33.6818 -117.06700000000001 2002-01-23 2014-07-26
ESSE 51.4435 7.033299999999997 2001-05-20 2011-01-25
EST1 49.1303 -102.96980000000002 2014-01-09 2018-03-07
EST3 49.1472 -102.96600000000001 2018-03-09 2023-05-19
ESTE 42.6515 -2.024400000000014 2009-12-01 2024-08-17
ESTI 13.0995 -86.3621 2000-05-11 2003-02-26
ESTM 52.1108 -77.19959999999998 1997-07-24 2018-10-13
ESTR 38.8466 -7.585399999999936 2007-10-01 2013-05-15
ETAD 9.0199 38.7628 2007-11-17 2013-10-07
ETAU 45.2243 -0.5727999999999156 2007-07-12 2024-08-24
ETBE 0.0536 32.48230000000001 2010-10-01 2011-01-06
ETCG 9.9995 -84.10590000000002 2003-02-12 2018-12-31
ETDD 9.6131 41.858299999999986 2007-11-17 2013-02-19
ETF1 38.1185 -76.98860000000002 2011-11-21 2024-08-23
ETJI 7.6679 36.81739999999999 2007-11-29 2010-04-06
ETNA 40.5039 -79.95049999999998 2018-08-30 2021-06-24
ETOI 48.5732 7.752299999999991 2014-11-15 2024-08-24
ETSI 37.3526 -5.938800000000015 2012-12-21 2018-07-02
ETSJ -32.8853 -68.82119999999998 2010-12-01 2020-11-28
EUCH 44.8347 -123.87080000000003 2021-03-31 2024-08-24
EUNG -21.131 148.4939 2011-09-14 2021-11-09
EUR2 79.9889 -85.93759999999997 2005-10-08 2024-08-24
EURA -36.7532 145.57280000000003 2016-07-19 2024-08-24
EURC 79.9901 -85.90249999999997 2008-08-29 2024-08-24
EURK 79.9885 -85.93990000000002 2003-03-04 2005-10-06
EURO 51.9119 4.430599999999998 2012-12-15 2014-09-20
EUSK 50.6741 6.763499999999993 1998-04-02 2024-08-17
EUSM 5.1456 100.4941 2015-04-27 2018-06-28
EVAN 38.0128 -87.5616 2018-08-30 2019-06-19
EVER 41.8646 -120.58269999999999 2014-04-19 2021-06-17
EVOR 38.5681 -7.90440000000001 2007-10-01 2013-05-15
EVPA 45.2195 33.1644 1999-10-19 2014-04-01
EVS3 38.0407 -78.47809999999998 2010-11-27 2014-07-17
EVS4 36.8239 -76.05399999999997 2010-11-27 2017-01-17
EVS7 37.4407 -77.59800000000001 2010-11-27 2015-12-16
EVS8 37.29 -80.07499999999999 2010-11-27 2024-08-23
EW02 19.7899 94.0498 2018-01-01 2020-12-31
EW03 19.4258 93.5224 2018-01-01 2020-12-31
EW04 20.3428 94.51740000000001 2018-01-01 2020-07-18
EW05 20.3326 95.0281 2018-01-01 2020-12-31
EW08 20.9113 97.54700000000003 2018-01-25 2020-12-31
EWAN -19.3907 145.6363 2023-04-11 2024-08-24
EWLK 38.6927 -118.63810000000001 2005-10-21 2024-06-24
EWPP 34.1042 -117.5256 1999-03-16 2024-08-24
EWW1 42.0894 -80.0781 2010-11-27 2021-07-08
EWW2 42.0894 -80.0781 2021-07-09 2024-08-17
EXAN 38.754 20.618600000000015 2017-12-06 2021-05-16
EXE1 43.3611 -81.49290000000002 2011-10-07 2020-08-26
EXET 50.7284 -3.4750000000000227 2014-02-13 2016-01-07
EXLC 43.171 5.611799999999988 2023-05-03 2024-08-24
EXMO 50.6134 -3.410000000000082 2005-05-18 2024-07-30
EXMT -21.9607 114.11340000000001 2012-09-24 2024-08-24
EXU0 23.564 -75.8734 2007-06-29 2015-07-27
EYAC 60.5487 -145.74990000000003 2005-07-10 2023-08-08
EYC2 60.5487 -145.75009999999997 2023-06-28 2024-08-24
EYGE 45.6627 2.452200000000005 2008-07-01 2024-07-23
EYPA 38.4268 21.92840000000001 2002-01-31 2021-05-17
EZAU 30.2099 -97.73680000000002 2012-06-17 2012-07-21
EZEV 43.7744 7.497299999999996 2009-02-27 2024-08-24
EZSA 29.4354 -98.51740000000001 2009-05-22 2010-07-20
F562 16.0436 -61.6626 2019-04-20 2023-12-31
F8O2 16.0413 -61.662800000000004 2019-01-01 2023-12-31
FAA1 -17.5553 -149.61429999999996 2006-10-17 2024-08-16
FAED 44.2853 11.883900000000011 2017-09-28 2019-07-04
FAEZ 44.3028 11.8613 2010-06-12 2016-12-16
FAGA 45.8462 24.968700000000013 2012-08-29 2020-03-29
FAGC 63.8747 -16.653299999999945 2019-03-08 2024-08-17
FAGE 45.8546 22.1772 2012-01-03 2020-03-29
FAHR 47.6068 11.314999999999998 2005-10-07 2014-07-15
FAI1 64.8096 -147.84730000000002 2008-04-26 2024-08-24
FAIC 64.9781 -147.49850000000004 2005-09-24 2017-09-11
FAIR 64.978 -147.49919999999997 1994-01-01 2024-08-24
FAIV 64.9781 -147.49850000000004 2009-02-24 2017-10-05
FAJ1 40.1491 -7.921699999999987 2023-09-29 2024-08-24
FAJA 40.1491 -7.921699999999987 2008-12-15 2023-05-23
FAJP 43.2074 2.025800000000004 2014-04-23 2024-08-24
FAL1 44.8165 -63.61680000000001 2015-07-24 2024-08-12
FAL2 41.939 14.322399999999988 2016-10-20 2019-07-04
FALE -13.8322 -171.9995 1996-11-13 2017-12-28
FALK -51.6937 -57.8741 2008-07-22 2024-08-24
FALL -85.3064 -143.63170000000002 2009-12-22 2019-07-21
FALV 41.4933 13.512900000000002 2013-06-19 2013-09-09
FANA 39.8377 69.52449999999999 2018-09-16 2018-09-23
FAND 43.147 -120.5804 2015-02-26 2022-06-20
FAR1 37.0164 -7.9375 2007-10-01 2013-05-15
FAR2 38.8605 -77.33269999999999 2019-02-22 2020-08-27
FARB 37.6972 -123.00080000000003 1994-01-30 2024-01-30
FARD 51.6237 -98.73570000000001 1996-08-30 2017-07-13
FARI 37.6973 -123.0007 2024-02-08 2024-08-24
FARN 51.2799 -0.7726999999999862 2004-10-14 2022-07-12
FARO 18.3446 -103.50869999999998 2006-09-23 2010-05-03
FARR 40.513 -118.73410000000001 2006-07-06 2021-09-27
FARS 39.2951 22.38990000000001 2010-11-01 2011-05-22
FARW 47.6364 -117.65440000000001 2022-02-25 2024-08-24
FAS2 41.0455 37.484700000000004 2009-02-14 2024-01-30
FASA 40.8348 17.35900000000001 2007-03-21 2019-11-11
FATA 40.5266 17.283199999999994 2005-09-28 2006-04-19
FAUG 57.1357 -4.688499999999976 2007-07-15 2024-07-30
FAVI 48.5401 1.2335999999999956 2007-06-15 2010-04-20
FAVR 37.267 13.667000000000002 2011-04-01 2024-04-18
FAYE 43.6208 6.6895000000000095 2014-12-28 2024-08-24
FBAG 57.2376 -110.89279999999997 2019-08-14 2019-09-27
FBAQ -20.1346 -69.75540000000001 2013-01-01 2024-05-03
FBRG 52.4582 -112.16179999999997 2012-10-12 2021-12-12
FBYN 40.0769 -97.31279999999998 1999-04-15 2011-06-20
FCCI 39.2084 -85.87549999999999 2008-11-06 2014-10-01
FCDE 25.6173 -80.30540000000002 2020-02-18 2024-08-24
FCHO 25.908 -80.1248 2020-02-13 2024-08-24
FCI1 25.9057 -80.13749999999999 2020-02-17 2024-08-24
FCI2 25.9058 -80.13839999999999 2020-02-21 2024-08-24
FCLZ 45.643 5.9857000000000085 1998-06-04 2012-01-04
FCMP 49.7452 0.38810000000000855 2022-07-20 2024-08-24
FCOA 41.0819 -7.144199999999955 2008-12-18 2024-08-24
FCTF 34.0666 -118.44209999999998 2017-05-17 2020-02-13
FCUL 38.7565 -9.15689999999995 2005-05-25 2024-08-02
FCWS 24.8507 121.2498 2007-01-01 2013-01-24
FDET 47.407 0.6228000000000122 2012-12-20 2024-08-24
FDMC 19.3303 -99.21719999999999 2015-10-24 2016-02-24
FDOS 46.3039 11.723800000000011 2010-10-20 2024-08-24
FDOT 30.437 -84.27449999999999 2020-01-06 2024-08-24
FDRN -26.3855 152.7896 2021-09-17 2024-08-24
FDTC 34.2452 -79.81290000000001 2001-06-17 2006-09-28
FE01 39.4424 -75.26690000000002 2010-11-27 2024-06-24
FEDE -30.9535 -58.783000000000015 2012-06-22 2024-08-24
FEEK 37.8151 35.912300000000016 2009-01-16 2024-03-14
FEGA 48.7849 3.3366000000000042 2017-01-18 2024-08-24
FEI1 29.5396 -98.41559999999998 2009-05-22 2012-06-10
FELD 52.0907 8.531900000000007 2012-07-11 2020-08-15
FELI 46.1042 27.345799999999997 1999-07-07 2007-09-03
FEN0 48.2898 -94.70800000000003 2007-07-12 2012-05-20
FENG 48.0902 2.7944999999999993 2007-07-12 2024-08-24
FENO 43.1572 2.029599999999988 2011-12-01 2024-08-24
FENP 23.5985 121.51940000000002 2014-07-09 2024-04-16
FER1 44.8279 11.601300000000009 2009-01-01 2019-09-30
FER2 47.6283 0.7495000000000118 2011-03-13 2024-08-24
FER5 56.523 8.118300000000005 2009-03-10 2024-08-17
FERA 44.8136 11.62700000000001 2010-06-12 2019-07-04
FERG -21.2408 55.7329 2005-08-18 2020-04-04
FERI 40.0765 -120.30830000000003 2009-11-17 2017-09-26
FERM 41.8415 -88.25459999999998 2007-07-25 2021-03-20
FERN 35.3419 -112.4547 1999-05-29 2024-08-24
FERR 44.646 -1.2488000000000739 2005-05-27 2012-02-13
FERT 47.7234 16.69120000000001 2009-03-25 2010-12-24
FES1 34.0389 -4.995799999999917 2007-10-02 2009-08-12
FEST 45.2255 0.24139999999999873 2011-02-19 2024-08-24
FET2 49.2009 3.509299999999996 2022-04-29 2024-08-24
FETA 49.2008 3.509299999999996 2006-12-07 2022-04-11
FETH 36.6262 29.12379999999999 2009-01-16 2024-01-30
FEUG -21.3285 55.80250000000001 2013-03-15 2023-12-31
FEUR 45.7348 4.229199999999992 2013-06-14 2024-08-24
FFE0 16.2175 -61.512400000000014 2003-01-26 2023-11-29
FFMJ 50.0906 8.664999999999992 2002-02-20 2024-08-17
FFOD 52.3562 14.541200000000003 2007-02-07 2024-08-17
FFT2 14.6015 -61.06330000000003 2012-04-04 2024-08-24
FG01 -33.8694 18.5077 2009-06-03 2010-01-13
FG02 14.6693 -17.428300000000036 2009-01-01 2015-04-12
FG03 -4.7967 11.853800000000007 2009-07-22 2010-08-09
FG04 0.3129 32.58670000000001 2009-01-01 2012-11-01
FG06 -20.2725 57.4958 2011-06-25 2015-04-13
FG07 0.3377 6.732599999999991 2009-01-01 2015-04-13
FG08 -22.9504 14.503500000000003 2009-01-01 2015-04-13
FG34 35.8847 14.497199999999992 2010-01-21 2015-04-13
FG40 29.0832 48.08709999999999 2009-01-01 2012-11-01
FG42 -33.8695 18.50829999999999 2010-02-03 2015-04-13
FG96 -20.2626 57.482500000000016 2009-01-01 2011-06-07
FGHD -28.1717 153.55880000000002 2022-05-27 2024-08-24
FGNW 34.0509 -118.25940000000003 2015-07-27 2024-08-24
FGSE 34.0507 -118.25919999999996 2015-07-27 2024-08-24
FGST 34.733 -120.00940000000003 2000-09-29 2024-08-24
FGSW 34.0507 -118.25940000000003 2015-07-27 2024-08-24
FHBB 47.5339 7.638599999999997 2003-09-10 2018-09-11
FHFF 34.5147 -118.60969999999998 1999-12-08 2001-07-17
FHNW 47.5346 7.641899999999993 2018-09-18 2024-08-24
FHOG 34.0935 -116.9359 2010-09-30 2024-08-24
FIDF 40.1147 -8.851300000000037 2013-06-26 2014-05-14
FIE0 -76.1446 168.4235 2011-01-28 2015-02-08
FIED 46.7727 5.7149 2013-09-21 2024-08-24
FIGL 43.6187 11.473500000000001 2010-06-12 2017-06-23
FIHO 64.6943 -22.148000000000025 2021-06-18 2024-08-17
FIJI -18.1152 178.4533 2008-10-05 2013-03-09
FILF 42.5603 2.417100000000005 2014-09-12 2024-08-24
FILL 41.1552 -76.90969999999999 2010-11-27 2021-04-23
FIM2 63.6101 -19.43380000000002 2022-06-13 2024-08-17
FINI 36.3022 30.1464 2009-01-16 2024-01-30
FINL 61.6503 -130.5344 2006-09-21 2006-09-23
FINS 60.2291 19.951300000000003 2014-11-24 2024-08-17
FIPR 43.7848 11.226799999999997 2010-06-12 2014-04-01
FIR1 44.1183 11.377999999999986 2010-06-12 2019-07-04
FIRE 39.9036 -119.0899 2004-01-30 2022-06-27
FIS1 -27.3847 153.17560000000003 2016-08-31 2020-04-26
FISC 40.7705 14.790300000000002 2011-11-25 2018-07-11
FISH 37.5671 -118.00649999999996 2005-05-13 2020-10-15
FISK 38.4597 20.5771 2017-03-15 2020-08-16
FITC 64.3366 -19.59159999999997 2007-08-18 2019-06-18
FITT 40.3321 -118.09249999999997 2004-10-07 2022-07-08
FITZ 42.0221 -120.5892 2011-09-23 2021-08-26
FIUM 41.7715 12.230099999999993 2022-10-26 2024-08-17
FIVE 25.0711 121.78109999999998 2007-01-01 2023-07-11
FJAG -21.2295 55.72219999999999 2008-06-17 2023-12-29
FJC2 43.0482 2.7949000000000126 2002-04-13 2024-08-24
FJCT 45.6636 -66.61290000000002 2014-01-01 2023-05-19
FJOC 64.8749 -18.005999999999972 2007-09-04 2024-08-17
FJS1 41.0374 -75.12419999999997 2010-12-17 2024-08-23
FJSG -21.2297 55.72200000000001 2005-08-26 2008-06-16
FKD2 23.6884 120.86199999999997 2015-10-15 2024-04-16
FKDO 23.6836 120.85630000000003 2014-09-19 2016-12-20
FL23 30.7433 -81.95429999999999 2017-07-01 2024-08-24
FL75 30.6125 -83.14670000000001 2017-07-01 2024-08-24
FLA1 54.1169 -0.07770000000004984 2000-05-23 2003-07-14
FLA2 40.1654 -105.10329999999999 2011-10-26 2020-09-30
FLA3 63.9585 -138.69439999999997 2002-08-07 2006-09-14
FLAA 26.1712 -80.82619999999997 2022-10-19 2024-08-24
FLAC 29.7364 -84.89690000000002 2023-11-15 2024-08-24
FLAG 35.2021 -111.64890000000003 2008-05-07 2019-02-26
FLAI 27.4497 -82.6902 2017-07-01 2024-08-24
FLAM 47.5572 26.898899999999998 2013-05-13 2020-02-28
FLAN 40.1583 -119.82010000000002 2005-04-08 2023-08-17
FLAP 29.7257 -84.98270000000002 2018-06-28 2024-08-24
FLAT 38.304 -118.4631 2005-09-23 2024-08-24
FLB1 54.7918 9.503600000000006 2008-02-14 2009-12-31
FLB2 54.7701 9.43440000000001 2010-12-01 2020-04-01
FLB3 54.7736 9.375400000000013 2020-04-05 2021-02-20
FLBF 29.9619 -82.90960000000001 2017-08-20 2024-08-24
FLBK 24.6691 -81.35879999999997 2024-02-28 2024-08-24
FLBN 29.5941 -81.28710000000001 2012-03-28 2024-08-24
FLBP 28.3409 -82.69529999999997 2024-03-27 2024-08-24
FLBR 29.4388 -82.64530000000002 2017-07-15 2024-08-24
FLBT 26.326 -81.67110000000002 2018-09-07 2019-06-19
FLBY 30.8447 -85.60500000000002 2017-07-01 2024-08-24
FLC5 25.4316 -80.46699999999998 2009-04-22 2019-09-03
FLC6 25.4314 -80.46699999999998 2009-04-22 2019-09-03
FLCB 29.8426 -84.6952 2015-11-21 2024-08-24
FLCC 28.0945 -81.27420000000001 2017-09-21 2024-08-24
FLCF 29.5018 -82.8671 2024-02-28 2024-08-24
FLCK 29.1339 -83.03089999999997 2017-12-18 2024-08-24
FLCW 27.9332 -82.80110000000002 2018-08-30 2019-06-10
FLD6 25.7805 -80.37650000000002 2017-07-01 2024-08-24
FLD7 27.9695 -82.36410000000001 2017-07-01 2024-08-24
FLDB 46.9531 15.882499999999993 2006-12-01 2024-08-17
FLDC 28.3658 -82.18779999999998 2017-07-01 2024-01-30
FLDK 47.2314 9.580600000000004 2022-03-19 2024-08-17
FLDT 46.6682 11.599700000000013 2015-02-20 2024-08-24
FLDW 53.7186 8.307600000000008 2008-08-04 2024-08-07
FLE1 28.2903 -82.7251 2017-07-01 2024-08-24
FLE5 30.6436 -86.55189999999999 2009-04-30 2016-08-04
FLE6 30.6437 -86.55160000000001 2009-04-30 2016-08-04
FLEM 40.418 -120.27980000000002 2005-12-22 2023-08-23
FLER 48.7466 -0.5498000000000047 2017-04-13 2024-08-24
FLEU 28.8463 -81.68470000000002 2017-07-01 2024-08-24
FLF1 25.6153 -80.3861 2015-01-23 2024-08-24
FLF2 25.6155 -80.3861 2015-01-23 2017-03-20
FLFB 30.668 -81.4656 2017-07-01 2024-08-23
FLFD 27.6026 -80.82350000000002 2017-07-01 2024-08-24
FLFG 26.1539 -81.6823 2018-08-30 2018-12-31
FLFM 26.591 -81.86419999999998 2023-06-10 2024-08-24
FLFP 30.533 -86.12709999999998 2021-11-04 2024-08-24
FLFR 27.5914 -80.40039999999999 2009-01-01 2024-08-24
FLGP -31.1047 141.72810000000004 2016-09-12 2024-08-24
FLGR 27.7807 -82.16219999999998 2017-07-27 2024-08-24
FLGY 47.04 6.126200000000011 2013-08-10 2022-11-19
FLHC 26.7328 -80.90320000000003 2022-10-19 2024-08-24
FLHM 25.4583 -80.47250000000003 2023-11-13 2024-08-17
FLHO 27.0559 -80.13440000000003 2015-07-28 2024-08-24
FLHS 28.8013 -82.57709999999997 2017-07-01 2024-08-24
FLIB 27.88 -82.84269999999998 2017-07-23 2024-08-24
FLIN 54.7256 -101.97800000000001 1996-06-05 2024-08-24
FLIT 27.0282 -80.47969999999998 2015-08-07 2024-08-24
FLIU 25.7546 -80.37360000000001 2005-07-06 2009-09-07
FLJA 30.9264 -87.15820000000002 2022-10-12 2024-08-24
FLJK 30.2478 -81.6044 2021-09-01 2024-08-24
FLJL 30.5797 -84.2663 2017-07-01 2024-08-24
FLJO 29.8133 -85.2901 2017-07-01 2024-08-24
FLJP 26.9323 -80.12900000000002 2024-02-28 2024-08-24
FLKS 28.2956 -81.43639999999999 2018-06-15 2024-08-24
FLKW 24.5537 -81.7543 2002-12-07 2024-08-24
FLLC 30.1859 -82.5969 2021-09-08 2024-08-24
FLLP 27.309 -81.36309999999997 2017-07-01 2024-08-24
FLM2 45.5056 -63.541 1996-05-27 2016-07-11
FLM5 -77.5327 160.27139999999997 2005-11-25 2024-08-24
FLMA 30.7757 -85.2183 2021-11-05 2024-08-24
FLMB 25.7827 -80.13729999999998 2017-07-01 2024-08-24
FLMC 30.2711 -82.12639999999999 2017-07-01 2023-09-11
FLMD 30.374 -83.27550000000002 2017-07-20 2024-08-24
FLMI 25.9977 -81.69389999999999 2018-08-30 2019-06-19
FLMK 24.7259 -81.04910000000001 2018-06-13 2024-08-24
FLMM 25.8427 -80.25099999999998 2024-08-07 2024-08-24
FLMR 30.7784 -85.2944 2017-07-01 2024-08-24
FLN1 39.4666 -118.76369999999997 2007-12-15 2024-08-24
FLN2 25.9658 -80.16730000000001 2017-07-01 2024-08-24
FLNA 26.3204 -81.75310000000002 2018-12-28 2019-02-13
FLND -40.2144 148.2416 2012-11-29 2024-08-24
FLNL 26.0563 -81.6968 2024-02-28 2024-08-24
FLNP 26.1883 -81.7593 2019-01-06 2019-02-10
FLNT 36.8491 -121.45280000000002 2006-04-08 2024-08-24
FLO2 40.7799 21.401700000000005 2014-04-07 2024-08-17
FLO4 28.5969 -81.39350000000002 2018-08-30 2018-09-14
FLOB 29.2595 -81.11529999999999 2023-11-07 2024-08-24
FLOC 29.2341 -82.19040000000001 2021-12-25 2023-06-08
FLOI 49.716 4.9452 2007-05-13 2016-02-17
FLOL 28.571 -81.4237 2021-11-10 2024-08-24
FLON 25.0204 121.9375 2013-10-19 2024-04-16
FLOR 1.6203 -75.60449999999997 2006-11-02 2014-02-12
FLPD 30.7097 -85.92849999999999 2020-04-22 2024-08-24
FLPK 24.9631 -80.56819999999999 2017-07-01 2024-08-24
FLPN 30.5332 -87.32850000000002 2021-09-04 2024-08-24
FLPY 30.0905 -83.5369 2021-09-02 2024-03-02
FLRC 44.3253 3.5945000000000107 2009-02-19 2024-08-24
FLRD 48.6278 -71.10899999999998 2014-09-03 2023-05-19
FLRS 39.4538 -31.12639999999999 2008-05-30 2024-08-17
FLRV 49.7619 5.134999999999991 2005-05-01 2024-08-24
