date lat lon z km_lat km_lon
2011-04-13 37.5910886497 140.5716721527 0.44384417000000004 282.8675117953172 327.38847389049346
2011-04-14 37.591088653 140.5716722012 0.44384498 282.8675121622607 327.38847830559286
2011-04-15 37.5910886604 140.57167223689999 0.44383913 282.86751298510285 327.38848155547004
