date lat lon z km_lat km_lon
2012-08-24 43.209524876 140.8583115531 0.038363770000000005 907.6091158358777 353.48211266572315
2012-08-25 43.2095248778 140.85831152599997 0.0383613 907.6091160360282 353.4821101987255
2012-08-26 43.2095249036 140.85831154050004 0.03838407 907.6091189048572 353.48211151871044
