date lat lon z km_lat km_lon
2019-07-26 35.1047615461 136.50375989400004 0.16169111 6.4005518961373395 -42.92570099164816
2019-07-27 35.1047615365 136.50375987569998 0.16168057 6.400550828665955 -42.92570265755685
2019-07-28 35.1047615127 136.50375989099996 0.16169165000000002 6.400548182226878 -42.925701264754565
